Nickname,Country,AS_Name,Version,OS,Consensus_Weight
Unnamed,DE,OVH SAS,0.4.8.10,Linux,74000
prsv,FR,OVH SAS,0.4.9.5,Linux,74000
prsv,FR,OVH SAS,0.4.9.5,Linux,74000
TorUtilizerCloudR2,DE,IONOS SE,0.4.8.21,Linux,74000
lunchmoneylewis,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,74000
pingrelay2,DE,ESEVEN DevOps GmbH,0.4.8.21,Linux,74000
dcon,FR,velia.net Internetdienste GmbH,0.4.8.12,Linux,74000
NTH58R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,74000
uelideschwert,CH,Init7 (Switzerland) Ltd.,0.4.9.5,Linux,73000
HRMB,DE,Hetzner Online GmbH,0.4.8.21,Linux,73000
scrappie,NL,OVH SAS,0.4.8.16,Linux,73000
OMICRON,NL,Black HOST Ltd,0.4.8.21,Linux,73000
prsv,DE,OVH SAS,0.4.9.5,Linux,73000
BiggerBetter,DE,24fire GmbH,0.4.9.5,Linux,73000
hardcode,PL,OVH SAS,0.4.8.13,Linux,73000
NTH68R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,73000
despacitor,FR,SCALEWAY S.A.S.,0.4.8.10,Linux,73000
ForPrivacyNET,DE,WIIT AG,0.4.8.16,Linux,73000
TORKeFFORG13,SE,KeFF Networks Ltd,0.4.8.17,Linux,72000
NTH51R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,72000
prsv,DE,OVH SAS,0.4.9.5,Linux,72000
Asmodeus,DE,IONOS SE,0.4.9.5,Linux,72000
prsv,DE,OVH SAS,0.4.9.5,Linux,72000
NTH95R5,NL,Church of Cyberology,0.4.9.5,FreeBSD,72000
Aarsdale,DK,BornFiber Service Provider ApS,0.4.9.5,Linux,72000
NTH98R2,NL,Church of Cyberology,0.4.9.5,FreeBSD,72000
sklep,FI,Hetzner Online GmbH,0.4.8.21,Linux,72000
SwissNETLNOB,CH,Zettaplan AG,0.4.9.5,Linux,72000
JednotaParty,CZ,T-Mobile Czech Republic a.s.,0.4.9.5,Linux,72000
NTH92R3,NL,Church of Cyberology,0.4.9.5,FreeBSD,72000
MKDDT,US,GTHost,0.4.8.10,Linux,72000
jim,DE,EVANZO e-commerce GmbH,0.4.9.5,Linux,72000
prsv,DE,OVH SAS,0.4.9.5,Linux,72000
prsv,FR,OVH SAS,0.4.9.5,Linux,72000
Ravieanon,NL,LeaseWeb Netherlands B.V.,0.4.8.14,Linux,72000
NTH94R8,NL,Church of Cyberology,0.4.9.5,FreeBSD,72000
bauruine,CH,hosttech GmbH,0.4.9.5,Linux,71000
relay1,NL,NovoServe B.V.,0.4.8.12,Linux,71000
prsv,DE,OVH SAS,0.4.9.5,Linux,71000
ForDemocracy8,IT,OVH SAS,0.4.9.5,Linux,71000
johnny,DE,EVANZO e-commerce GmbH,0.4.9.5,Linux,71000
lunar9,FR,MOJI SAS,0.4.9.5,Linux,71000
ForPrivacyNET,DE,WIIT AG,0.4.8.16,Linux,71000
TORstenExit01,DE,Florian Kolb,0.4.8.16,Linux,71000
hugin,FI,Hetzner Online GmbH,0.4.9.5,Linux,71000
NTH106R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,71000
saigonbk,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,71000
prsv,DE,OVH SAS,0.4.9.5,Linux,71000
Objedkowa,NL,FlokiNET ehf,0.4.8.12,Linux,71000
pdq,IT,Seflow s.r.l.,0.4.9.5,Linux,71000
iloveanonymity,DE,IONOS SE,0.4.8.10,Linux,71000
NTH69R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,71000
Chomeles24fire,DE,24fire GmbH,0.4.8.12,Linux,71000
Oberon,CZ,OVH SAS,0.4.8.13,Linux,71000
NTH95R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,71000
scrappy,NL,OVH SAS,0.4.8.16,Linux,70000
spinat,AT,Foundation for Applied Privacy,0.4.9.5,Linux,70000
RelayImmerscharf,DE,IONOS SE,0.4.8.22,Linux,70000
artikel10ber109,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,70000
1blu4DEicebeer02,DE,EVANZO e-commerce GmbH,0.4.8.21,Linux,70000
lunar16,FR,MOJI SAS,0.4.9.5,Linux,70000
SomeTorinAS200462,DE,"Lennart Seitz trading as ""ETH-Services""",0.4.8.17,Linux,70000
NTH97R4,NL,Church of Cyberology,0.4.9.5,FreeBSD,70000
2cv,NL,KPN B.V.,0.4.9.5,Linux,70000
loudandproud,NL,FiberXpress BV,0.4.9.5,Linux,70000
londonondatrack,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,70000
Unnamed,FI,OVH SAS,0.4.8.16,Linux,70000
TorScale2,FR,SCALEWAY S.A.S.,0.4.9.5,Linux,70000
prsv,DE,OVH SAS,0.4.9.5,Linux,70000
dotsrcExit1,DK,Forening for DotSrc,0.4.9.5,Linux,70000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,70000
NTH94R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,70000
prsv,NL,1337 Services GmbH,0.4.9.5,Linux,70000
Trismegistus,IE,OVH SAS,0.4.8.13,Linux,70000
prsv,FR,OVH SAS,0.4.9.5,Linux,70000
TORKeFFORG29,SE,KeFF Networks Ltd,0.4.8.17,Linux,70000
strtor02,FR,IONOS SE,0.4.9.5,Linux,69000
ForDemocracy4,FR,OVH SAS,0.4.9.5,Linux,69000
NTH99R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,69000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,69000
torexitams10,NL,SABOTAGE LLC,0.4.9.5,Linux,69000
gregtechrelay,DE,netcup GmbH,0.4.8.21,Linux,69000
metroboomin,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,69000
terNOicebeer22,NO,Gigahost AS,0.4.8.22,Linux,69000
NTH98R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,69000
prsv,DE,OVH SAS,0.4.9.5,Linux,69000
Akka,FI,Hetzner Online GmbH,0.4.9.5,Linux,69000
NTH66R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,69000
relayon0183,DE,Stiftung Erneuerbare Freiheit,0.4.8.21,Linux,69000
prsv,FR,OVH SAS,0.4.9.5,Linux,69000
terNOicebeer17,NO,Gigahost AS,0.4.8.22,Linux,69000
torexitams04,NL,SABOTAGE LLC,0.4.9.5,Linux,69000
Johand,NO,Gigahost AS,0.4.9.5,Linux,69000
NTH116R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,69000
TORKeFFORG28,SE,KeFF Networks Ltd,0.4.8.17,Linux,69000
absturztaubetor,CH,BAR Informatik AG,0.4.8.21,Linux,69000
GuardianAngel,DE,IONOS SE,0.4.9.5,Linux,68000
LeClassiqueRelay,DE,IONOS SE,0.4.8.21,Linux,68000
0xdeadbeef,CH,Infomaniak Network SA,0.4.8.21,Linux,68000
NTH99R3,NL,Church of Cyberology,0.4.9.5,FreeBSD,68000
dotsrcExit5,DK,Forening for DotSrc,0.4.9.5,Linux,68000
schapiro,AT,Foundation for Applied Privacy,0.4.9.5,Linux,68000
fluffypancakes002de,DE,netcup GmbH,0.4.9.5,Linux,68000
prsv,DE,OVH SAS,0.4.9.5,Linux,68000
vermiculitus,NL,IP Volume inc,0.4.8.21,Linux,68000
currentlane,DE,Hetzner Online GmbH,0.4.8.16,Linux,68000
prsv,DE,OVH SAS,0.4.9.5,Linux,68000
prsv,DE,OVH SAS,0.4.9.5,Linux,68000
projectpat,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,68000
ForDemocracy6,IT,OVH SAS,0.4.9.5,Linux,68000
bsdizum,NL,SABOTAGE LLC,0.4.8.21,FreeBSD,67000
dotsrcExit2,DK,Forening for DotSrc,0.4.9.5,Linux,67000
Zwo,DE,OVH SAS,0.4.8.16,Linux,67000
lunar12,FR,MOJI SAS,0.4.9.5,Linux,67000
jack,DE,EVANZO e-commerce GmbH,0.4.9.5,Linux,67000
deimos,PT,OVH SAS,0.4.8.16,Linux,67000
Anguiped,IE,OVH SAS,0.4.8.16,Linux,67000
NTH136R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,67000
poppy,DE,IONOS SE,0.4.9.5,Linux,67000
lisdex,DE,netcup GmbH,0.4.9.5,Linux,67000
prsv,FR,OVH SAS,0.4.9.5,Linux,66000
cooper,AT,Foundation for Applied Privacy,0.4.9.5,Linux,66000
artikel10ber41,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,66000
zgato,DE,ZAP-Hosting GmbH,0.4.9.5,Linux,66000
StarAppsTrenton,CH,Infomaniak Network SA,0.4.9.5,Linux,66000
cleosrelay,LT,OVH SAS,0.4.8.13,Linux,66000
bu11seye,NL,ColocaTel Inc.,0.4.9.5,Linux,66000
runesandrelics,DE,OVH SAS,0.4.9.5,Linux,66000
Todry542,FR,Bouygues Telecom SA,0.4.8.22,Linux,66000
NTH101R7,NL,Church of Cyberology,0.4.9.5,FreeBSD,66000
lunar3,FR,MOJI SAS,0.4.9.5,Linux,66000
prsv,DE,OVH SAS,0.4.9.5,Linux,66000
h7f35A,DE,IONOS SE,0.4.9.5,Linux,66000
aurora,PL,INEA sp. z o.o.,0.4.9.5,FreeBSD,66000
azadisrvexit,DE,netcup GmbH,0.4.8.22,Linux,66000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,66000
NTH112R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,66000
zgato,DE,ZAP-Hosting GmbH,0.4.9.5,Linux,66000
dawk,NL,OVH SAS,0.4.8.16,Linux,66000
NTH62R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,66000
NTH99R7,NL,Church of Cyberology,0.4.9.5,FreeBSD,66000
ForDemocracy2,FR,OVH SAS,0.4.9.5,Linux,66000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,66000
TorchWood,DE,Hetzner Online GmbH,0.4.8.21,Linux,66000
forest12,NL,Julian Achter,0.4.9.5,Linux,66000
Trismegistus,IE,OVH SAS,0.4.8.13,Linux,65000
torzilla,DE,OVH SAS,0.4.9.5,Linux,65000
prsv,DE,OVH SAS,0.4.9.5,Linux,65000
NTH113R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,65000
djdrama,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,65000
cray,CZ,OVH SAS,0.4.8.16,Linux,65000
icecube,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,65000
NTH96R6,NL,Church of Cyberology,0.4.9.5,FreeBSD,65000
lunar4,FR,MOJI SAS,0.4.9.5,Linux,65000
NTH93R8,NL,Church of Cyberology,0.4.9.5,FreeBSD,65000
artikel10ber118,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,65000
mentoreth1,NL,The Infrastructure Group B.V.,0.4.8.21,Linux,65000
NTH42R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,65000
NTH98R6,NL,Church of Cyberology,0.4.9.5,FreeBSD,65000
itomori,DE,Hetzner Online GmbH,0.4.9.5,Linux,65000
lunar5,FR,MOJI SAS,0.4.9.5,Linux,65000
acehoodbroward,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,65000
QOnan,CH,Init7 (Switzerland) Ltd.,0.4.9.5,Linux,65000
1blu3DEicebeer04,DE,EVANZO e-commerce GmbH,0.4.8.21,Linux,65000
kren,AT,Foundation for Applied Privacy,0.4.9.5,Linux,65000
Aleff,FR,IONOS SE,0.4.9.5,Linux,65000
rapsodync,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,65000
artikel10ber73,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,65000
4714,LU,FranTech Solutions,0.4.9.5,Linux,64000
1blu4DEicebeer01,DE,EVANZO e-commerce GmbH,0.4.8.21,Linux,64000
artikel10ber15,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,64000
REMA,NL,OVH SAS,0.4.8.16,Linux,64000
prsv,FR,OVH SAS,0.4.9.5,Linux,64000
prsv,DE,OVH SAS,0.4.9.5,Linux,64000
bereznik,CZ,OVH SAS,0.4.8.13,Linux,64000
joebudden,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,64000
Khashoggi,DE,netcup GmbH,0.4.9.5,Linux,64000
bananaanarchy,DE,netcup GmbH,0.4.9.5,Linux,64000
prsv,DE,OVH SAS,0.4.9.5,Linux,64000
chinachinachina,GB,OVH SAS,0.4.8.16,Linux,64000
NTH94R7,NL,Church of Cyberology,0.4.9.5,FreeBSD,64000
citadel,FI,Hetzner Online GmbH,0.4.8.16,Linux,64000
NTH108R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,64000
TORKeFFORG12,SE,KeFF Networks Ltd,0.4.8.17,Linux,64000
ItsAOnion,NL,Sebastian-Wilhelm Graf,0.4.8.16,Linux,64000
2fjsaf2ja4da,DE,netcup GmbH,0.4.8.13,Linux,64000
fluffypancakes001de,DE,netcup GmbH,0.4.9.5,Linux,64000
prsv,FR,OVH SAS,0.4.9.5,Linux,64000
ConeOfLIGHT,IT,OVH SAS,0.4.8.10,Linux,64000
1234qwertyasdfzxcv,DE,Leaseweb Deutschland GmbH,0.4.9.5,Linux,64000
yogotti,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,64000
PirkkaOPNsense,FI,Pirkan Opiskelija-asunnot Oy,0.4.8.22,FreeBSD,64000
StarAppsRomero,CH,Infomaniak Network SA,0.4.9.5,Linux,64000
Starfleet,FI,OVH SAS,0.4.8.16,Linux,64000
NTH104R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,63000
NiceRelay5,DE,Greenfiber Internet & Dienste GmbH,0.4.8.21,Linux,63000
NTH95R3,NL,Church of Cyberology,0.4.9.5,FreeBSD,63000
CyberDog,HU,ATW Internet Kft.,0.4.8.22,Linux,63000
1blu3DEicebeer03,DE,EVANZO e-commerce GmbH,0.4.8.21,Linux,63000
PouletNew2,FR,IONOS SE,0.4.9.5,Linux,63000
nexusprime,DE,IONOS SE,0.4.9.5,Linux,63000
prsv,DE,OVH SAS,0.4.9.5,Linux,63000
prsv,FR,OVH SAS,0.4.9.5,Linux,63000
NTH135R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,63000
Nethergrog,DE,OVH SAS,0.4.8.16,Linux,63000
mentoreth4,NL,The Infrastructure Group B.V.,0.4.8.21,Linux,63000
Hypervistor,FI,Hetzner Online GmbH,0.4.8.21,Linux,63000
prsv,DE,OVH SAS,0.4.9.5,Linux,63000
lightblue,DE,EVANZO e-commerce GmbH,0.4.8.12,Linux,63000
prsv,DE,OVH SAS,0.4.9.5,Linux,63000
Wakako,FR,OVH SAS,0.4.9.5,Linux,63000
ForDemocracy7,IT,OVH SAS,0.4.9.5,Linux,63000
halfdansboat,DE,netcup GmbH,0.4.9.5,Linux,63000
JeffGerman,DE,netcup GmbH,0.4.9.5,Linux,63000
MartinoRelay,DE,OVH SAS,0.4.9.5,Linux,63000
Merlin,DE,OVH SAS,0.4.8.16,Linux,63000
leroybrown,DE,Leaseweb Deutschland GmbH,0.4.9.5,Linux,63000
prsv,FR,OVH SAS,0.4.9.5,Linux,63000
NTH53R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,63000
Unnamed,DE,WIIT AG,0.4.8.21,Linux,62000
b0rken,DE,netcup GmbH,0.4.9.5,Linux,62000
prsv,FR,OVH SAS,0.4.9.5,Linux,62000
TORstenExit04,DE,Florian Kolb,0.4.8.21,Linux,62000
4715,LU,FranTech Solutions,0.4.9.5,Linux,62000
ForDemocracy1,FR,OVH SAS,0.4.9.5,Linux,62000
NTH131R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,62000
wanwanbunny,DE,Hetzner Online GmbH,0.4.9.5,Linux,62000
ForDemocracy5,IT,OVH SAS,0.4.9.5,Linux,62000
prsv,FR,OVH SAS,0.4.9.5,Linux,62000
NTH46R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,62000
dotsrcExit4,DK,Forening for DotSrc,0.4.9.5,Linux,62000
koixazk,DE,IONOS SE,0.4.9.5,Linux,62000
Pjotrek,DE,SMARTNET LIMITED,0.4.8.21,Linux,62000
prsv,DE,OVH SAS,0.4.9.5,Linux,62000
artikel10ber71,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,62000
construct,DE,IONOS SE,0.4.8.16,Linux,62000
NTH73R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,62000
NTH77R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,62000
lunar6,FR,MOJI SAS,0.4.9.5,Linux,62000
as215248node9,US,Bastiaan Mathijs Brink,0.4.9.5,Linux,62000
artikel10ber58,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,62000
artikel10ber21,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,62000
0xdeadbeef,DE,netcup GmbH,0.4.9.5,Linux,62000
NTH97R5,NL,Church of Cyberology,0.4.9.5,FreeBSD,62000
ovhchimafra,FR,OVH SAS,0.4.9.5,Linux,62000
artikel10ber77,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,62000
inthewoods,DE,netcup GmbH,0.4.8.10,FreeBSD,62000
tr27,DE,LUMASERV GmbH,0.4.9.5,Linux,62000
tetris,CH,Init7 (Switzerland) Ltd.,0.4.9.5,FreeBSD,62000
pastinake,AT,Foundation for Applied Privacy,0.4.9.5,Linux,62000
FluffyRelay,DE,Hetzner Online GmbH,0.4.8.10,Linux,62000
gruenkohl,AT,Foundation for Applied Privacy,0.4.9.5,Linux,62000
orca,AT,Foundation for Applied Privacy,0.4.9.5,Linux,61000
lancelot,FI,Hetzner Online GmbH,0.4.8.21,Linux,61000
sellerie,AT,Foundation for Applied Privacy,0.4.9.5,Linux,61000
iamanickname,DE,netcup GmbH,0.4.9.5,Linux,61000
TORKeFFORG26,SE,KeFF Networks Ltd,0.4.8.17,Linux,61000
RagingRelay,DE,Hetzner Online GmbH,0.4.8.18,Linux,61000
Unnamed,FI,OVH SAS,0.4.8.16,Linux,61000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,61000
prsv,DE,OVH SAS,0.4.9.5,Linux,61000
keep,ES,OVH SAS,0.4.8.10,Linux,61000
ce2cb4203f79,DE,IONOS SE,0.4.9.5,Linux,61000
relayon1136,DE,Stiftung Erneuerbare Freiheit,0.4.8.21,Linux,61000
yungbleu,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,61000
ToRPortal70oz,US,RouterHosting LLC,0.4.8.21,Linux,61000
NTH99R6,NL,Church of Cyberology,0.4.9.5,FreeBSD,61000
Rantallion,CZ,OVH SAS,0.4.8.16,Linux,61000
prsv,FR,OVH SAS,0.4.9.5,Linux,61000
myserver,DE,IONOS SE,0.4.9.5,Linux,61000
Unnamed,NL,OVH SAS,0.4.8.16,Linux,61000
UnshakledEchelon,DE,OVH SAS,0.4.9.5,Linux,61000
dotsrcExit7,DK,Forening for DotSrc,0.4.9.5,Linux,61000
NTH92R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,61000
cuptor01,DE,netcup GmbH,0.4.9.5,Linux,61000
prsv,NL,1337 Services GmbH,0.4.9.5,Linux,61000
mylocXdus01,DE,WIIT AG,0.4.9.5,Linux,61000
mentoreth5,NL,The Infrastructure Group B.V.,0.4.8.21,Linux,61000
artikel10ber35,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,61000
Tor1EerieIndiana,GB,IONOS SE,0.4.8.10,Linux,61000
IchBinHobbylosMa,CH,Infomaniak Network SA,0.4.8.21,Linux,61000
NTH15R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,61000
hurricanekris,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,61000
biber,AT,Foundation for Applied Privacy,0.4.9.5,Linux,61000
relayon0180,DE,Stiftung Erneuerbare Freiheit,0.4.8.21,Linux,61000
Onyx,NL,SURF B.V.,0.4.8.13,Linux,61000
Unnamed,FR,OVH SAS,0.4.9.5,Linux,60000
artikel10ber60,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,60000
667,FR,Orange S.A.,0.4.8.21,FreeBSD,60000
prsv,DE,OVH SAS,0.4.9.5,Linux,60000
kuenguang,NL,WorldStream B.V.,0.4.9.5,Linux,60000
brunnenkresse,AT,Foundation for Applied Privacy,0.4.9.5,Linux,60000
glaxy,IT,OVH SAS,0.4.8.10,Linux,60000
sabapivot,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,60000
Unnamed,PL,OVH SAS,0.4.8.13,Linux,60000
JamesSulivan,PL,OVH SAS,0.4.8.17,Linux,60000
prsv,DE,OVH SAS,0.4.9.5,Linux,60000
somethingIlike,GB,IONOS SE,0.4.9.5,Linux,60000
ViDiSrv,DE,IONOS SE,0.4.8.21,Linux,60000
rapoport,AT,Foundation for Applied Privacy,0.4.9.5,Linux,60000
toufy,DE,netcup GmbH,0.4.9.5,Linux,60000
RightToPrivacy,DE,netcup GmbH,0.4.8.12,Linux,60000
NTH72R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,60000
Starfleet,FI,OVH SAS,0.4.8.16,Linux,60000
tp1,DE,LUMASERV GmbH,0.4.9.5,Linux,60000
arribaespana,BE,OVH SAS,0.4.9.5,Linux,60000
whoami,PL,OVH SAS,0.4.9.5,Linux,60000
prsv,NL,1337 Services GmbH,0.4.9.5,Linux,60000
TORKeFFORG19,SE,KeFF Networks Ltd,0.4.8.17,Linux,60000
NTH45R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,60000
shawnna,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,60000
TORKeFFORG33,SE,KeFF Networks Ltd,0.4.8.17,Linux,60000
prsv,IT,OVH SAS,0.4.9.5,Linux,60000
meerrettich,AT,Foundation for Applied Privacy,0.4.9.5,Linux,60000
viennaOnTheGo,DE,IONOS SE,0.4.8.18,Linux,60000
artikel10ber89,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,60000
Unnamed,CZ,OVH SAS,0.4.8.16,Linux,60000
Waeswynn,CZ,OVH SAS,0.4.8.16,Linux,60000
artikel10ber18,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,60000
NTH107R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,60000
NTH109R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,60000
guano,CZ,OVH SAS,0.4.8.13,Linux,60000
TORKeFFORG7,SE,KeFF Networks Ltd,0.4.8.17,Linux,59000
willwallace,FI,Hetzner Online GmbH,0.4.8.21,Linux,59000
UnshakledFreedom,DE,OVH SAS,0.4.9.5,Linux,59000
REEEEEEEEEEEELAY,DE,IONOS SE,0.4.8.10,Linux,59000
artikel10ber104,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
artikel10ber107,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
artikel10ber72,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
nipseyhussle,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,59000
Unnamed,DE,IONOS SE,0.4.8.22,Linux,59000
cuteTransfemNode,DE,IONOS SE,0.4.9.5,Linux,59000
ronnyjbeats,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,59000
cry,NL,SURF B.V.,0.4.8.13,Linux,59000
artikel10ber123,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
artikel10ber55,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
NTH83R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,59000
bofmsab,DE,netcup GmbH,0.4.9.5,Linux,59000
taro,AT,Foundation for Applied Privacy,0.4.9.5,Linux,59000
RelayImmerscharf4,DE,IONOS SE,0.4.8.22,Linux,59000
gepard,AT,Foundation for Applied Privacy,0.4.9.5,Linux,59000
artikel10ber120,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
BlackIceHostNode5,DE,OVH SAS,0.4.8.16,Linux,59000
radicchio,AT,Foundation for Applied Privacy,0.4.9.5,Linux,59000
prsv,DE,OVH SAS,0.4.9.5,Linux,59000
TorScale,FR,SCALEWAY S.A.S.,0.4.9.5,Linux,59000
RelayUli,PL,OVH SAS,0.4.9.5,Linux,59000
prsv,DE,OVH SAS,0.4.9.5,Linux,59000
prsv,FR,OVH SAS,0.4.9.5,Linux,59000
rexZAP3,DE,ZAP-Hosting GmbH,0.4.9.5,Linux,59000
Spigen,NL,SURF B.V.,0.4.8.18,Linux,59000
artikel10ber113,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
DontTreadOnMe2,CH,Infomaniak Network SA,0.4.9.5,Linux,59000
keller,AT,Foundation for Applied Privacy,0.4.9.5,Linux,59000
BlackIceHostNode3,DE,OVH SAS,0.4.8.21,Linux,59000
artikel10ber27,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,59000
delfin,AT,Foundation for Applied Privacy,0.4.9.5,Linux,59000
VaginaDick,NO,Gigahost AS,0.4.8.21,Linux,59000
9g4net5,DE,IONOS SE,0.4.8.17,Linux,59000
gibson44,DE,OVH SAS,0.4.8.16,Linux,59000
NTH94R6,NL,Church of Cyberology,0.4.9.5,FreeBSD,58000
barrel,NL,OVH SAS,0.4.8.16,Linux,58000
fire,IT,OVH SAS,0.4.8.10,Linux,58000
FeidhlimNetcup01,DE,netcup GmbH,0.4.9.5,Linux,58000
TheKid3,HU,M247 Europe SRL,0.4.9.5,Linux,58000
artikel10ber56,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
kulcosictor,BE,BELNET,0.4.9.5,Linux,58000
TORKeFFORG39,SE,KeFF Networks Ltd,0.4.8.17,Linux,58000
dotsrcExit10,DK,Forening for DotSrc,0.4.9.5,Linux,58000
prsv,FR,OVH SAS,0.4.9.5,Linux,58000
artikel10ber101,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
cutieDOTdating1,DE,ZAP-Hosting GmbH,0.4.8.21,Linux,58000
DontTreadOnMe1,CH,Infomaniak Network SA,0.4.9.5,Linux,58000
artikel10ber125,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
jeangrae,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,58000
youngboy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,58000
FeidhlimNetcup00,DE,netcup GmbH,0.4.9.5,Linux,58000
dotsrcExit3,DK,Forening for DotSrc,0.4.9.5,Linux,58000
prsv,FR,OVH SAS,0.4.9.5,Linux,58000
artikel10ber102,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
artikel10ber65,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
TheKid1,CZ,M247 Europe SRL,0.4.9.5,Linux,58000
artikel10ber53,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
artikel10ber47,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
relayon1131,DE,Stiftung Erneuerbare Freiheit,0.4.8.21,Linux,58000
eierschwammerl,AT,Foundation for Applied Privacy,0.4.9.5,Linux,58000
artikel10ber50,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
r0cket15i2,SE,QuxLabs AB,0.4.8.21,Linux,58000
seniorrelay,FR,OVH SAS,0.4.8.22,Linux,58000
artikel10ber43,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,58000
artikel10ber48,DE,Stiftung Erneuerbare Freiheit,0.4.9.5,Linux,58000
